judul_berita,tanggal,website,data_cleansing,data_case_folding,tokens,stopword_removal,lemmatization,informal_to_formal_indo,informal_to_formal_indo_english
"Hadiri Silahturahmi Da’i dan Da’iyah, Cagub Hamzah Isa Ungkap Peran Penting Tokoh Agama",2024-11-11,https://habari.id/hadiri-silahturahmi-dai-dan-daiyah-cagub-hamzah-isa-ungkap-peran-penting-tokoh-agama/,Hadiri Silahturahmi Da i dan Da iyah  Cagub Hamzah Isa Ungkap Peran Penting Tokoh Agama,hadiri silahturahmi da i dan da iyah  cagub hamzah isa ungkap peran penting tokoh agama,"['hadiri', 'silahturahmi', 'da', 'i', 'dan', 'da', 'iyah', 'cagub', 'hamzah', 'isa', 'ungkap', 'peran', 'penting', 'tokoh', 'agama']","['hadiri', 'silahturahmi', 'da', 'i', 'da', 'iyah', 'cagub', 'hamzah', 'isa', 'peran', 'tokoh', 'agama']","['hadiri', 'silahturahmi', 'da', 'i', 'da', 'iyah', 'cagub', 'hamzah', 'isa', 'peran', 'tokoh', 'agama']",hadiri silahturahmi da i da iyah cagub hamzah isa peran tokoh agama,Attend the friendship of Da Iyah Cagub Hamzah Isa The Role of Religious Leaders
Gusnar Ismail Terima Aspira Warga di Bongomeme Soal Jalan dan Jembatan,2024-11-11,https://habari.id/gusnar-ismail-terima-aspira-warga-di-bongomeme-soal-jalan-dan-jembatan/,Gusnar Ismail Terima Aspira Warga di Bongomeme Soal Jalan dan Jembatan,gusnar ismail terima aspira warga di bongomeme soal jalan dan jembatan,"['gusnar', 'ismail', 'terima', 'aspira', 'warga', 'di', 'bongomeme', 'soal', 'jalan', 'dan', 'jembatan']","['gusnar', 'ismail', 'terima', 'aspira', 'warga', 'bongomeme', 'jalan', 'jembatan']","['gusnar', 'ismail', 'terima', 'aspira', 'warga', 'bongomeme', 'jalan', 'jembatan']",gusnar ismail terima aspira warga bongomeme jalan jembatan,Gusnar Ismail received Aspira residents of Bongomeme Jalan Jembatan
"Komitmen Tekan Inflasi, DKP Kotamobagu Rutin Gelar GPM di Kelurahan Mongkonai",2024-11-11,https://habari.id/komitmen-tekan-inflasi-dkp-kotamobagu-rutin-gelar-gpm-di-kelurahan-mongkonai/,Komitmen Tekan Inflasi  DKP Kotamobagu Rutin Gelar GPM di Kelurahan Mongkonai,komitmen tekan inflasi  dkp kotamobagu rutin gelar gpm di kelurahan mongkonai,"['komitmen', 'tekan', 'inflasi', 'dkp', 'kotamobagu', 'rutin', 'gelar', 'gpm', 'di', 'kelurahan', 'mongkonai']","['komitmen', 'tekan', 'inflasi', 'dkp', 'kotamobagu', 'rutin', 'gelar', 'gpm', 'kelurahan', 'mongkonai']","['komitmen', 'tekan', 'inflasi', 'dkp', 'kotamobagu', 'rutin', 'gelar', 'gpm', 'kelurahan', 'mongkonai']",komitmen tekan inflasi dkp kotamobagu rutin gelar gpm kelurahan mongkonai,Commitment to compress inflation DKP Kotamobagu routinely title GPM Mongkonai Village
Tonny Uloli akan Usulkan Sejumlah Tokoh Asal Gorontalo Jadi Pahlawan Nasional,2024-11-11,https://habari.id/tonny-uloli-akan-usulkan-sejumlah-tokoh-asal-gorontalo-jadi-pahlawan-nasional/,Tonny Uloli akan Usulkan Sejumlah Tokoh Asal Gorontalo Jadi Pahlawan Nasional,tonny uloli akan usulkan sejumlah tokoh asal gorontalo jadi pahlawan nasional,"['tonny', 'uloli', 'akan', 'usulkan', 'sejumlah', 'tokoh', 'asal', 'gorontalo', 'jadi', 'pahlawan', 'nasional']","['tonny', 'uloli', 'usulkan', 'tokoh', 'gorontalo', 'pahlawan', 'nasional']","['tonny', 'uloli', 'usulkan', 'tokoh', 'gorontalo', 'pahlawan', 'nasional']",tonny uloli usulkan tokoh gorontalo pahlawan nasional,Tonny Uloli Proposes Gorontalo Pahlawan National Figure
Akar Rumput Pendukung Prabowo di Gorontalo Nyatakan Dukungan ke Tonny-Marten,2024-11-11,https://habari.id/akar-rumput-pendukung-prabowo-di-gorontalo-nyatakan-dukungan-ke-tonny-marten/,Akar Rumput Pendukung Prabowo di Gorontalo Nyatakan Dukungan ke Tonny Marten,akar rumput pendukung prabowo di gorontalo nyatakan dukungan ke tonny marten,"['akar', 'rumput', 'pendukung', 'prabowo', 'di', 'gorontalo', 'nyatakan', 'dukungan', 'ke', 'tonny', 'marten']","['akar', 'rumput', 'pendukung', 'prabowo', 'gorontalo', 'nyatakan', 'dukungan', 'tonny', 'marten']","['akar', 'rumput', 'pendukung', 'prabowo', 'gorontalo', 'nyatakan', 'dukungan', 'tonny', 'marten']",akar rumput pendukung prabowo gorontalo nyatakan dukungan tonny marten,The grassroots of Prabowo Gorontalo Supporting Grass The Support of Tonny Marten
Pj. Gubernur Rudy Pimpin Upacara Peringatan Hari,2024-11-10,https://berita.gorontaloprov.go.id/2024/11/10/pj-gubernur-rudy-pimpin-upacara-peringatan-hari-pahlawan-ke-79/,Pj  Gubernur Rudy Pimpin Upacara Peringatan Hari,pj  gubernur rudy pimpin upacara peringatan hari,"['pj', 'gubernur', 'rudy', 'pimpin', 'upacara', 'peringatan', 'hari']","['pj', 'gubernur', 'rudy', 'pimpin', 'upacara', 'peringatan']","['pj', 'gubernur', 'rudy', 'pimpin', 'upacara', 'peringatan']",pj gubernur rudy pimpin upacara peringatan,Acting Governor Rudy led the commemoration ceremony
Kafilah MTQ Korpri Gorontalo Raih Empat Prestasi,2024-11-10,https://berita.gorontaloprov.go.id/2024/11/10/kafilah-mtq-korpri-gorontalo-raih-empat-prestasi-nasional/,Kafilah MTQ Korpri Gorontalo Raih Empat Prestasi,kafilah mtq korpri gorontalo raih empat prestasi,"['kafilah', 'mtq', 'korpri', 'gorontalo', 'raih', 'empat', 'prestasi']","['kafilah', 'mtq', 'korpri', 'gorontalo', 'raih', 'prestasi']","['kafilah', 'mtq', 'korpri', 'gorontalo', 'raih', 'prestasi']",kafilah mtq korpri gorontalo raih prestasi,MTQ KORPRI GORONTALO CAVIE ACHIEVE ACHIEVEMENT
"Temui PM Tiongkok, Presiden Prabowo Subianto Bahas Kolaborasi  Ekonomi dan Pendidikan Kedua Negara",2024-11-10,https://www.hulondalo.id/news/96413916998/temui-pm-tiongkok-presiden-prabowo-subianto-bahas-kolaborasi-ekonomi-dan-pendidikan-kedua-negara,Temui PM Tiongkok  Presiden Prabowo Subianto Bahas Kolaborasi  Ekonomi dan Pendidikan Kedua Negara,temui pm tiongkok  presiden prabowo subianto bahas kolaborasi  ekonomi dan pendidikan kedua negara,"['temui', 'pm', 'tiongkok', 'presiden', 'prabowo', 'subianto', 'bahas', 'kolaborasi', 'ekonomi', 'dan', 'pendidikan', 'kedua', 'negara']","['temui', 'pm', 'tiongkok', 'presiden', 'prabowo', 'subianto', 'bahas', 'kolaborasi', 'ekonomi', 'pendidikan', 'negara']","['temui', 'pm', 'tiongkok', 'presiden', 'prabowo', 'subianto', 'bahas', 'kolaborasi', 'ekonomi', 'pendidikan', 'negara']",temui pm tiongkok presiden prabowo subianto bahas kolaborasi ekonomi pendidikan negara,Meet PM China President Prabowo Subianto discusses the collaboration of the State Education Economics
"Temui Ketua NPC Tiongkok, Prabowo Sampaikan Komitmen Tingkatkan Hubungan Kedua Negara",2024-11-10,https://www.hulondalo.id/news/96413916973/temui-ketua-npc-tiongkok-prabowo-sampaikan-komitmen-tingkatkan-hubungan-kedua-negara,Temui Ketua NPC Tiongkok  Prabowo Sampaikan Komitmen Tingkatkan Hubungan Kedua Negara,temui ketua npc tiongkok  prabowo sampaikan komitmen tingkatkan hubungan kedua negara,"['temui', 'ketua', 'npc', 'tiongkok', 'prabowo', 'sampaikan', 'komitmen', 'tingkatkan', 'hubungan', 'kedua', 'negara']","['temui', 'ketua', 'npc', 'tiongkok', 'prabowo', 'komitmen', 'tingkatkan', 'hubungan', 'negara']","['temui', 'ketua', 'npc', 'tiongkok', 'prabowo', 'komitmen', 'tingkatkan', 'hubungan', 'negara']",temui ketua npc tiongkok prabowo komitmen tingkatkan hubungan negara,Meet Chinese NPC Chair Prabowo Commitment to Increase State Relations
Presiden Prabowo Letakkan Bunga di Monumen Pahlawan Rakyat Tianmen Sebagai Bentuk Penghormatan Para Pahlawan di China,2024-11-10,https://www.hulondalo.id/news/96413916936/presiden-prabowo-letakkan-bunga-di-monumen-pahlawan-rakyat-tianmen-sebagai-bentuk-penghormatan-para-pahlawan-di-china,Presiden Prabowo Letakkan Bunga di Monumen Pahlawan Rakyat Tianmen Sebagai Bentuk Penghormatan Para Pahlawan di China,presiden prabowo letakkan bunga di monumen pahlawan rakyat tianmen sebagai bentuk penghormatan para pahlawan di china,"['presiden', 'prabowo', 'letakkan', 'bunga', 'di', 'monumen', 'pahlawan', 'rakyat', 'tianmen', 'sebagai', 'bentuk', 'penghormatan', 'para', 'pahlawan', 'di', 'china']","['presiden', 'prabowo', 'letakkan', 'bunga', 'monumen', 'pahlawan', 'rakyat', 'tianmen', 'bentuk', 'penghormatan', 'pahlawan', 'china']","['presiden', 'prabowo', 'letakkan', 'bunga', 'monumen', 'pahlawan', 'rakyat', 'tianmen', 'bentuk', 'penghormatan', 'pahlawan', 'china']",presiden prabowo letakkan bunga monumen pahlawan rakyat tianmen bentuk penghormatan pahlawan china,President Prabowo Puts the Flower of the Tianmen People's Heroes
"7 MoU Kerja Sama yang Telah Disepakati Indonesia-China, Penandatanganan Disaksikan Langsung oleh Prabowo dan Xi Jinping",2024-11-10,https://www.hulondalo.id/news/96413916845/7-mou-kerja-sama-yang-telah-disepakati-indonesia-china-penandatanganan-disaksikan-langsung-oleh-prabowo-dan-xi-jinping, MoU Kerja Sama yang Telah Disepakati Indonesia China  Penandatanganan Disaksikan Langsung oleh Prabowo dan Xi Jinping, mou kerja sama yang telah disepakati indonesia china  penandatanganan disaksikan langsung oleh prabowo dan xi jinping,"['mou', 'kerja', 'sama', 'yang', 'telah', 'disepakati', 'indonesia', 'china', 'penandatanganan', 'disaksikan', 'langsung', 'oleh', 'prabowo', 'dan', 'xi', 'jinping']","['mou', 'kerja', 'disepakati', 'indonesia', 'china', 'penandatanganan', 'disaksikan', 'langsung', 'prabowo', 'xi', 'jinping']","['mou', 'kerja', 'disepakati', 'indonesia', 'china', 'penandatanganan', 'disaksikan', 'langsung', 'prabowo', 'xi', 'jinping']",mou kerja disepakati indonesia china penandatanganan disaksikan langsung prabowo xi jinping,The Working MoU was agreed by Indonesia China signing was witnessed directly by Prabowo Xi Jinping
Prabowo Tegaskan Komitmen Kerja Sama Indonesia dan China Saat Bertemu Xi Jinping,2024-11-10,https://www.hulondalo.id/news/96413916789/prabowo-tegaskan-komitmen-kerja-sama-indonesia-dan-china-saat-bertemu-xi-jinping,Prabowo Tegaskan Komitmen Kerja Sama Indonesia dan China Saat Bertemu Xi Jinping,prabowo tegaskan komitmen kerja sama indonesia dan china saat bertemu xi jinping,"['prabowo', 'tegaskan', 'komitmen', 'kerja', 'sama', 'indonesia', 'dan', 'china', 'saat', 'bertemu', 'xi', 'jinping']","['prabowo', 'tegaskan', 'komitmen', 'kerja', 'indonesia', 'china', 'bertemu', 'xi', 'jinping']","['prabowo', 'tegaskan', 'komitmen', 'kerja', 'indonesia', 'china', 'bertemu', 'xi', 'jinping']",prabowo tegaskan komitmen kerja indonesia china bertemu xi jinping,Prabowo emphasizes Indonesian work commitment China to meet Xi Jinping
Kafilah Provinsi Gorontalo Raih Empat Prestasi di MTQ Korpri Nasional 2024,2024-11-10,https://www.hulondalo.id/khazanah/96413916731/kafilah-provinsi-gorontalo-raih-empat-prestasi-di-mtq-korpri-nasional-2024,Kafilah Provinsi Gorontalo Raih Empat Prestasi di MTQ Korpri Nasional ,kafilah provinsi gorontalo raih empat prestasi di mtq korpri nasional ,"['kafilah', 'provinsi', 'gorontalo', 'raih', 'empat', 'prestasi', 'di', 'mtq', 'korpri', 'nasional']","['kafilah', 'provinsi', 'gorontalo', 'raih', 'prestasi', 'mtq', 'korpri', 'nasional']","['kafilah', 'provinsi', 'gorontalo', 'raih', 'prestasi', 'mtq', 'korpri', 'nasional']",kafilah provinsi gorontalo raih prestasi mtq korpri nasional,Gorontalo Province Caravan Achieves the National MTQ Korpri Achievement
"Dukung Pendidikan, BRI Berikan Beasiswa kepada Anak TNI dan Polri di Hari Pahlawan",2024-11-10,https://www.hulondalo.id/edukasi/96413916215/dukung-pendidikan-bri-berikan-beasiswa-kepada-anak-tni-dan-polri-di-hari-pahlawan,Dukung Pendidikan  BRI Berikan Beasiswa kepada Anak TNI dan Polri di Hari Pahlawan,dukung pendidikan  bri berikan beasiswa kepada anak tni dan polri di hari pahlawan,"['dukung', 'pendidikan', 'bri', 'berikan', 'beasiswa', 'kepada', 'anak', 'tni', 'dan', 'polri', 'di', 'hari', 'pahlawan']","['dukung', 'pendidikan', 'bri', 'beasiswa', 'anak', 'tni', 'polri', 'pahlawan']","['dukung', 'pendidikan', 'bri', 'beasiswa', 'anak', 'tni', 'polri', 'pahlawan']",dukung pendidikan bri beasiswa anak tni polri pahlawan,Supports BRI Education in the Children of TNI POLRI PAHLAWAN SCHOLARSHIP
24 Tim Volley Ball Berebut Trophy UBM Gorontalo Cup 2024,2024-11-10,https://www.hulondalo.id/olahraga/96413915780/24-tim-volley-ball-berebut-trophy-ubm-gorontalo-cup-2024, Tim Volley Ball Berebut Trophy UBM Gorontalo Cup , tim volley ball berebut trophy ubm gorontalo cup ,"['tim', 'volley', 'ball', 'berebut', 'trophy', 'ubm', 'gorontalo', 'cup']","['tim', 'volley', 'ball', 'berebut', 'trophy', 'ubm', 'gorontalo', 'cup']","['tim', 'volley', 'ball', 'berebut', 'trophy', 'ubm', 'gorontalo', 'cup']",tim volley ball berebut trophy ubm gorontalo cup,The Volley Ball team scrambled the Gorontalo Cup UBM Trophy
"Terkait ‘Hilangnya’ TPP Bulan Desember, Ini Penjelasan Kepala Badan Keuangan",2024-11-10,https://habari.id/terkait-hilangnya-tpp-bulan-desember-ini-penjelasan-kepala-badan-keuangan/,Terkait  Hilangnya  TPP Bulan Desember  Ini Penjelasan Kepala Badan Keuangan,terkait  hilangnya  tpp bulan desember  ini penjelasan kepala badan keuangan,"['terkait', 'hilangnya', 'tpp', 'bulan', 'desember', 'ini', 'penjelasan', 'kepala', 'badan', 'keuangan']","['terkait', 'hilangnya', 'tpp', 'desember', 'penjelasan', 'kepala', 'badan', 'keuangan']","['terkait', 'hilangnya', 'tpp', 'desember', 'penjelasan', 'kepala', 'badan', 'keuangan']",terkait hilangnya tpp desember penjelasan kepala badan keuangan,related to the loss of the December TPP explanation of the Head of the Finance Agency
"Jelang Pelaksanaan Pilkada 2024, Komisi I Turlap Ke Polsek Paguyaman",2024-11-10,https://habari.id/jelang-pelaksanaan-pilkada-2024-komisi-i-turlap-ke-polsek-paguyaman/,Jelang Pelaksanaan Pilkada   Komisi I Turlap Ke Polsek Paguyaman,jelang pelaksanaan pilkada   komisi i turlap ke polsek paguyaman,"['jelang', 'pelaksanaan', 'pilkada', 'komisi', 'i', 'turlap', 'ke', 'polsek', 'paguyaman']","['jelang', 'pelaksanaan', 'pilkada', 'komisi', 'i', 'turlap', 'polsek', 'paguyaman']","['jelang', 'pelaksanaan', 'pilkada', 'komisi', 'i', 'turlap', 'polsek', 'paguyaman']",jelang pelaksanaan pilkada komisi i turlap polsek paguyaman,ahead of the implementation of the Paglap Paguyaman Police Station Turlap Election
"Rudy Pimpin Upacara Peringatan Hari Pahlawan Nasional, Tingkat Provinsi Gorontalo",2024-11-10,https://habari.id/rudy-pimpin-upacara-peringatan-hari-pahlawan-nasional-tingkat-provinsi-gorontalo/,Rudy Pimpin Upacara Peringatan Hari Pahlawan Nasional  Tingkat Provinsi Gorontalo,rudy pimpin upacara peringatan hari pahlawan nasional  tingkat provinsi gorontalo,"['rudy', 'pimpin', 'upacara', 'peringatan', 'hari', 'pahlawan', 'nasional', 'tingkat', 'provinsi', 'gorontalo']","['rudy', 'pimpin', 'upacara', 'peringatan', 'pahlawan', 'nasional', 'tingkat', 'provinsi', 'gorontalo']","['rudy', 'pimpin', 'upacara', 'peringatan', 'pahlawan', 'nasional', 'tingkat', 'provinsi', 'gorontalo']",rudy pimpin upacara peringatan pahlawan nasional tingkat provinsi gorontalo,Rudy led the commemoration ceremony of the National Hero at Gorontalo Province
"Perkuat Program Kerja, KNPI Kota Gorontalo Targetkan Kota Layak Pemuda",2024-11-10,https://habari.id/perkuat-program-kerja-knpi-kota-gorontalo-targetkan-kota-layak-pemuda/,Perkuat Program Kerja  KNPI Kota Gorontalo Targetkan Kota Layak Pemuda,perkuat program kerja  knpi kota gorontalo targetkan kota layak pemuda,"['perkuat', 'program', 'kerja', 'knpi', 'kota', 'gorontalo', 'targetkan', 'kota', 'layak', 'pemuda']","['perkuat', 'program', 'kerja', 'knpi', 'kota', 'gorontalo', 'targetkan', 'kota', 'layak', 'pemuda']","['perkuat', 'program', 'kerja', 'knpi', 'kota', 'gorontalo', 'targetkan', 'kota', 'layak', 'pemuda']",perkuat program kerja knpi kota gorontalo targetkan kota layak pemuda,Strengthening the KNPI Gorontalo City Work Program Targeting the City of Youth Decent
Noval: Soliditas KNPI Kota Gorontalo Sangat Penting,2024-11-10,https://habari.id/noval-soliditas-knpi-kota-gorontalo-sangat-penting/,Noval  Soliditas KNPI Kota Gorontalo Sangat Penting,noval  soliditas knpi kota gorontalo sangat penting,"['noval', 'soliditas', 'knpi', 'kota', 'gorontalo', 'sangat', 'penting']","['noval', 'soliditas', 'knpi', 'kota', 'gorontalo']","['noval', 'soliditas', 'knpi', 'kota', 'gorontalo']",noval soliditas knpi kota gorontalo,Noval Solidity KNPI Gorontalo City
"Irup Peringatan Hari Pahlawan, Pj Walikota Kotamobagu Baca Sambutan Mensos RI",2024-11-10,https://habari.id/irup-peringatan-hari-pahlawan-pj-walikota-kotamobagu-baca-sambutan-mensos-ri/,Irup Peringatan Hari Pahlawan  Pj Walikota Kotamobagu Baca Sambutan Mensos RI,irup peringatan hari pahlawan  pj walikota kotamobagu baca sambutan mensos ri,"['irup', 'peringatan', 'hari', 'pahlawan', 'pj', 'walikota', 'kotamobagu', 'baca', 'sambutan', 'mensos', 'ri']","['irup', 'peringatan', 'pahlawan', 'pj', 'walikota', 'kotamobagu', 'baca', 'sambutan', 'mensos', 'ri']","['irup', 'peringatan', 'pahlawan', 'pj', 'walikota', 'kotamobagu', 'baca', 'sambutan', 'mensos', 'ri']",irup peringatan pahlawan pj walikota kotamobagu baca sambutan mensos ri,Irup Commemoration of Per Pj Mayor Kotamobagu Reads the Messos RI Social Meeting
Petani Bilato: Torang so Satu dengan Tonny-Marten di Pilgub 2024,2024-11-10,https://habari.id/petani-bilato-torang-so-satu-dengan-tonny-marten/,Petani Bilato  Torang so Satu dengan Tonny Marten di Pilgub ,petani bilato  torang so satu dengan tonny marten di pilgub ,"['petani', 'bilato', 'torang', 'so', 'satu', 'dengan', 'tonny', 'marten', 'di', 'pilgub']","['petani', 'bilato', 'torang', 'so', 'tonny', 'marten', 'pilgub']","['petani', 'bilato', 'torang', 'so', 'tonny', 'marten', 'pilgub']",petani bilato torang so tonny marten pilgub,Farmers Bilato Torang So Tonny Marten Pilgub
"Dari Pulubala sampai Mootilango, Syarifuddin Bano Kawal Kemenangan Gusnar Idah",2024-11-10,https://habari.id/dari-pulubala-sampai-mootilango-syarifuddin-bano-kawal-kemenangan-gusnar-idah/,Dari Pulubala sampai Mootilango  Syarifuddin Bano Kawal Kemenangan Gusnar Idah,dari pulubala sampai mootilango  syarifuddin bano kawal kemenangan gusnar idah,"['dari', 'pulubala', 'sampai', 'mootilango', 'syarifuddin', 'bano', 'kawal', 'kemenangan', 'gusnar', 'idah']","['pulubala', 'mootilango', 'syarifuddin', 'bano', 'kawal', 'kemenangan', 'gusnar', 'idah']","['pulubala', 'mootilango', 'syarifuddin', 'bano', 'kawal', 'kemenangan', 'gusnar', 'idah']",pulubala mootilango syarifuddin bano kawal kemenangan gusnar idah,Pulubala Mootilango Syarifuddin Bano Guard Gusnar Idah's Victory
Dua Pekan Menuju Kemenangan IDAMAN Terus Masifkan Kampanye,2024-11-10,https://habari.id/dua-pekan-menuju-kemenangan-idaman-terus-masifkan-kampanye/,Dua Pekan Menuju Kemenangan IDAMAN Terus Masifkan Kampanye,dua pekan menuju kemenangan idaman terus masifkan kampanye,"['dua', 'pekan', 'menuju', 'kemenangan', 'idaman', 'terus', 'masifkan', 'kampanye']","['pekan', 'kemenangan', 'idaman', 'masifkan', 'kampanye']","['pekan', 'kemenangan', 'idaman', 'masifkan', 'kampanye']",pekan kemenangan idaman masifkan kampanye,Week of Masif Expanting the Campaign
"Faradila Masuk Pelatnas SEA Games 2025,Ini Kata Ketua DSH Inkanas Gorontalo",2024-11-10,https://tatiye.id/faradila-masuk-pelatnas-sea-games-2025ini-kata-ketua-dsh-inkanas-gorontalo/,Faradila Masuk Pelatnas SEA Games  Ini Kata Ketua DSH Inkanas Gorontalo,faradila masuk pelatnas sea games  ini kata ketua dsh inkanas gorontalo,"['faradila', 'masuk', 'pelatnas', 'sea', 'games', 'ini', 'kata', 'ketua', 'dsh', 'inkanas', 'gorontalo']","['faradila', 'masuk', 'pelatnas', 'sea', 'games', 'ketua', 'dsh', 'inkanas', 'gorontalo']","['faradila', 'masuk', 'pelatnas', 'sea', 'game', 'ketua', 'dsh', 'inkanas', 'gorontalo']",faradila masuk pelatnas sea game ketua dsh inkanas gorontalo,Faradila entered the SEA Pelatnas Game Chairman of DSH Inkanas Gorontalo
Pemkot Gorontalo Tegaskan Komitmen Dukung Pilkada 2024 Yang Aman dan Berkualitas,2024-11-10,https://tatiye.id/pemkot-gorontalo-tegaskan-komitmen-dukung-pilkada-2024-yang-aman-dan-berkualitas/,Pemkot Gorontalo Tegaskan Komitmen Dukung Pilkada  Yang Aman dan Berkualitas,pemkot gorontalo tegaskan komitmen dukung pilkada  yang aman dan berkualitas,"['pemkot', 'gorontalo', 'tegaskan', 'komitmen', 'dukung', 'pilkada', 'yang', 'aman', 'dan', 'berkualitas']","['pemkot', 'gorontalo', 'tegaskan', 'komitmen', 'dukung', 'pilkada', 'aman', 'berkualitas']","['pemkot', 'gorontalo', 'tegaskan', 'komitmen', 'dukung', 'pilkada', 'aman', 'berkualitas']",pemkot gorontalo tegaskan komitmen dukung pilkada aman berkualitas,Gorontalo City Government Affirms Commitment to Support Quality Safe Pilkada
KPU Kota Gorontalo Siap Kawal Suksesnya Distribusi Logistik Pilkada 2024,2024-11-10,https://tatiye.id/kpu-kota-gorontalo-siap-kawal-suksesnya-distribusi-logistik-pilkada-2024/,KPU Kota Gorontalo Siap Kawal Suksesnya Distribusi Logistik Pilkada ,kpu kota gorontalo siap kawal suksesnya distribusi logistik pilkada ,"['kpu', 'kota', 'gorontalo', 'siap', 'kawal', 'suksesnya', 'distribusi', 'logistik', 'pilkada']","['kpu', 'kota', 'gorontalo', 'kawal', 'suksesnya', 'distribusi', 'logistik', 'pilkada']","['kpu', 'kota', 'gorontalo', 'kawal', 'suksesnya', 'distribusi', 'logistik', 'pilkada']",kpu kota gorontalo kawal suksesnya distribusi logistik pilkada,Gorontalo City KPU Guard the Success of Logistics Distribution of Pilkada
